292	822	3	9.02
3129	120	5	10.56
2631	111	6	7.15
2441	766	4	32.79
104	804	22	6.76
1440	111	12	17.39
393	111	28	18.9
180	102	119	13.34
515	926	3	13.61
128	1858	5	9.17
129	2382	5	13.26
119	3004	4	6.67
1604	2565	4	39.15
206	336	6	11.13
177	1404	7	31.95
1384	238	3	10.41
113	4895	5	16.77
160	2106	5	22.73
106	5714	4	7.11
2289	138	3	7.51
136	466	7	8.11
225	782	4	11.46
132	151	34	19.07
4706	115	4	9.84
3539	117	5	11.96
139	3326	3	10.83
197	185	11	14.22
175	5546	4	31.5
115	5221	4	9.84
2239	399	3	17.75
8270	126	3	14.79
109	1237	11	7.33
1457	245	3	11.09
510	626	4	17.2
112	3831	5	11.94
214	460	7	20.39
101	2089	12	7.74
367	123	14	9.39
555	754	3	12.42
107	1794	11	11
220	181	10	14.05
1306	45	3	9.39
3656	109	5	6.71
911	2383	3	22.98
2449	4779	4	59.5
102	781	24	6.7
39	1604	3	10.84
276	101	85	11.68
128	3498	3	6.67
3328	4792	5	86.01
257	996	3	9.14
118	2174	9	22.72
322	652	6	25.11
526	281	3	6.76
491	250	4	9.22
251	694	3	6.95
1111	300	3	10.9
3559	4341	3	36.79
3167	148	4	17.55
1779	109	10	13.44
1355	116	8	7.71
2355	171	4	16.93
787	155	4	6.67
2550	132	6	21.75
133	171	19	6.78
2958	13	8	57.73
104	3293	7	10.88
2424	134	3	6.82
524	863	5	28.24
5046	104	5	7.77
239	859	3	8.58
637	152	5	8.05
2337	119	6	11.23
1276	1213	5	40.51
3120	177	3	13.37
3752	104	6	9.32
39	324	5	7.86
130	629	9	11.76
693	264	3	7.45
5	2799	4	19.01
329	103	57	19.97
300	487	4	10.64
3733	109	5	6.71
513	544	3	10.43
106	125	428	23.93
111	2338	7	9.32
2	1532	8	9.33
212	2163	4	19.55
329	295	4	7.44
459	265	12	59.42
259	428	4	8.58
7000	7204	3	54.67
1066	334	5	24.71
370	510	3	8.19
7649	139	3	20.1
144	176	16	11.15
958	9	7	12.2
542	131	8	8.24
1419	12	17	8
110	845	14	6.92
5124	124	3	8.13
172	486	9	27.16
122	472	15	17.31
3281	2272	3	32.22
209	102	120	85.6
4728	113	4	8.83
4283	105	6	9.4
101	2382	11	7.09
1335	126	7	10.93
724	220	5	15.46
147	2126	3	8.32
569	1085	3	14.85
111	1071	13	13.82
9	2840	3	6.71
3111	172	4	21.5
194	2650	3	12.87
168	4134	4	23.28
943	154	4	7.89
1757	1571	3	24.71
114	3326	5	9.25
8231	136	3	19.44
872	126	10	14.7
143	952	6	14.43
1325	1034	4	28.66
135	1006	5	7.87
498	425	3	8.88
101	2339	11	7.09
126	2731	4	8.24
1453	122	6	8.45
3964	120	3	7.96
122	172	28	9.41
1909	138	5	16.31
5	139	16	8.54
123	1585	7	14.11
833	110	30	78.6
172	2	53	24.35
724	356	3	9.53
411	412	3	7.86
1011	360	5	25.67
127	434	12	9.79
1180	145	4	8.27
165	519	8	19.05
710	136	6	8.58
968	5786	3	31.34
5402	124	3	10.17
1045	154	4	8.18
786	131	6	6.88
6424	117	3	7.64
5737	129	3	12.2
109	120	431	49.01
1290	559	4	23.71
2902	2	5	7.6
2083	116	6	7.78
2799	157	4	18.75
354	749	6	28.37
4514	1109	3	30.42
2799	104	8	7.38
217	119	33	15.76
2307	101	11	7.09
3854	104	6	9.32
113	1382	9	8.05
601	431	3	9.97
126	6475	4	19.72
1905	4	11	121.81
194	103	98	11
716	109	17	7.79
294	514	8	33.34
1350	125	6	7.95
204	897	3	7.03
975	130	6	8.09
9	177	22	10.78
3576	112	5	9.38
106	370	39	7.95
115	996	10	7.3
105	3818	6	9.4
103	1376	16	10.7
125	694	15	27.36
296	647	3	7.87
130	1723	4	6.94
571	128	10	11.73
178	101	151	7.8
3304	150	3	10.98
423	556	6	27.51
102	885	24	11.54
217	1561	3	10.93
210	137	11	6.86
4891	8	3	10.69
