542	104	5	11.71
1161	14	7	21.66
7	883	14	54.85
107	2275	3	14.01
208	133	9	35.95
882	172	3	23.54
126	2537	4	33.08
614	121	3	11.32
117	953	16	132.25
188	411	3	19.66
101	283	13	15.07
104	464	12	44.98
251	470	4	34.27
277	12	10	5.9
2141	12	5	17.49
133	219	3	6.45
102	429	17	65.56
101	3024	4	16.29
184	107	9	9.68
184	152	3	8.32
460	109	9	34.19
115	572	4	13.16
174	157	6	24.59
110	2496	3	15.87
110	2420	6	43.01
140	479	4	22.41
12	605	5	4.37
127	1219	3	17.62
108	1481	7	42.09
121	423	3	9.09
101	1556	5	14.5
5700	5	3	38.45
7	2063	7	30.02
12	2206	3	6.97
1057	106	3	9.2
1234	14	3	4.54
7	1979	3	6.7
107	3369	3	17.81
316	14	10	10.3
111	604	4	12.38
102	3792	3	16.64
822	104	3	6.77
104	1592	11	76.64
962	14	4	6.35
443	110	3	5.22
157	158	4	10.89
174	487	3	19.54
2662	101	3	9.03
207	12	30	43.07
1115	102	3	7.09
159	132	4	5.24
301	107	11	32.23
2513	101	4	13.65
417	101	14	29.65
114	1807	4	22.48
1403	101	4	8.61
139	960	3	19.04
173	652	3	21.66
8	2843	3	24.07
546	109	6	19.93
287	129	4	13.76
177	12	20	8.57
107	6934	3	26.05
842	101	5	7.96
211	138	10	47.47
138	7423	3	36.25
101	2768	3	9.03
229	1492	3	30.43
108	567	10	44.64
122	210	5	10.89
5510	14	3	15.18
116	533	4	13.7
1267	14	4	8.15
421	156	3	16.38
122	253	3	5.84
103	1007	6	23.82
102	3029	4	21.61
163	1208	5	45.86
104	144	47	102.71
931	14	4	6.06
117	834	4	17.73
410	110	3	4.77
127	829	6	39.72
114	525	13	69.42
168	116	6	6.31
132	137	16	40.01
1139	111	3	11.39
155	111	10	9.43
3541	14	3	11.51
98	5790	3	19.3
1297	620	4	51.91
7	5066	4	25.19
16	1368	3	21.28
114	2893	4	28.1
101	1046	5	10.28
123	554	11	72.26
1915	117	3	16.68
117	193	8	17.17
701	114	6	26
2204	101	7	32.84
103	413	20	90.98
196	122	4	6.66
113	2411	3	16.75
136	519	3	14.12
143	1755	3	23.99
518	12	17	47.98
866	101	5	8.3
110	1151	5	23.17
544	115	4	12.79
134	765	3	15.78
103	1182	5	19.45
4182	12	3	11.99
4	12	10	16.2
899	101	4	5.37
136	1355	3	20.18
7	1465	7	24.06
450	213	5	41.27
7	1397	9	35.37
102	2011	3	10.73
139	374	5	26.3
102	2071	8	49.34
459	5	6	40.14
102	1891	5	22.8
173	146	5	16.01
227	110	5	5.59
98	2900	3	10.07
7	3912	5	31.49
1286	121	3	15.9
873	110	3	9.1
102	1756	8	44.99
2605	128	3	23.57
108	1995	3	14.13
121	2220	3	19.82
12	104	232	14.03
7	6136	3	18.89
489	14	6	6.29
120	333	3	7.27
121	929	3	14.09
1017	101	8	23.53
135	242	5	18.25
111	1253	6	33.28
117	379	3	6.74
1880	3976	5	101.88
1653	213	5	56.82
891	109	6	26.72
101	729	5	6.78
123	101	139	143.97
111	1169	3	11.71
7	6530	3	18.89
103	294	18	61.28
2613	12	8	49.43
2110	101	3	6.98
103	160	31	62.38
547	5	7	52.04
108	764	11	60.36
102	1043	9	40.64
5268	14	3	15.18
7	4811	3	14.48
192	174	6	31.64
98	5987	3	19.3
130	2796	3	23.88
12	1373	3	4.3
132	437	3	11.69
7	4855	3	14.48
107	2697	5	32.91
7	537	13	31.81
112	2090	4	23.13
110	1391	4	18.53
197	673	3	23.69
123	315	8	35.87
399	1441	3	34.82
2331	117	3	17.93
4020	101	5	32.01
1369	12	4	7.84
7	2726	6	28.97
2382	1805	5	89.51
102	1092	9	41.68
102	1040	6	21.46
101	4555	3	14.79
1831	114	3	14.87
252	120	8	29.18
3809	781	5	91.52
12	145	39	15.18
12	202	61	171.06
7	3948	5	31.49
17	107	3	5.71
812	12	4	3.98
121	1098	4	22.77
115	2202	3	16.99
186	130	16	74.52
653	5	11	98.45
121	894	3	13.84
342	482	3	26.32
1058	104	4	13.21
102	3448	4	23.49
1652	14	3	6.33
169	110	7	4.72
120	123	13	8.32
111	500	10	45.34
259	116	6	15.15
3900	14	3	13.02
121	689	3	12.16
110	427	5	12.91
121	773	9	60.23
112	858	16	115.31
7	1554	13	70.28
120	421	3	8.92
1918	104	3	11.63
1032	111	4	16.79
101	1858	3	6.46
107	1415	5	23.83
1377	107	5	23.83
1656	12	4	9.5
173	103	39	115.2
658	12	7	11.19
311	101	23	54.84
114	1246	5	25.98
173	229	9	60.72
325	339	3	23.4
536	933	3	34.13
98	3786	4	20.82
4281	12	3	11.99
183	154	3	8.57
936	101	4	5.64
108	1004	5	21.54
5	173	5	16.54
101	2384	4	13.65
138	1827	5	44.16
154	1856	7	75.19
807	105	4	11.69
119	143	19	44.02
7	111	444	695.12
7	179	95	316.57
7	221	54	159.39
107	2951	5	35.09
126	2869	5	48.41
1887	104	3	11.63
101	881	11	37.28
2688	14	3	9.4
108	2137	4	22.46
133	522	4	19.54
119	768	3	11.95
113	196	17	51.79
98	3322	3	11.23
155	780	3	20.45
149	516	9	69.76
115	1581	3	14.72
144	302	12	83.74
98	3278	5	26.85
102	2942	6	40.87
108	2861	7	62.63
104	102	573	1360.19
111	1987	3	15.24
382	101	7	5.67
164	2051	3	27.91
1227	12	4	6.55
5440	101	3	14.79
584	120	6	30.33
351	101	20	47.29
104	1439	5	21.88
134	244	3	7.83
2488	109	3	15.6
121	185	7	15.93
98	654	32	190.94
114	1640	4	21.04
108	1177	3	10.63
108	1109	7	37.03
115	302	6	16.19
7	3283	5	26.17
110	2268	3	15.13
667	116	3	9.97
115	108	33	4.53
111	2178	3	15.9
101	5879	3	19.2
111	2254	3	15.9
112	5025	3	23.58
125	262	5	16.04
98	2356	7	35.67
424	111	3	5.59
115	488	12	63.01
107	1842	5	27.3
7	3488	5	26.17
103	1924	4	17.7
12	2510	4	12.81
