7231	1
6134	2
1229	3
6994	4
2976	5
3266	6
7495	7
4736	8
5743	9
697	10
4237	11
7404	12
1553	13
8188	14
4691	15
1372	16
465	17
6782	18
881	19
4748	20
4706	21
2347	22
1913	23
3328	24
7853	25
765	26
853	27
336	28
6167	29
386	30
3714	31
5490	32
2163	33
9363	34
4256	35
2944	36
6940	37
647	38
850	39
7375	40
3931	41
4524	42
4902	43
1500	44
7694	45
8082	46
8091	47
1877	48
3252	49
8398	50
8508	51
9112	52
7990	53
5110	54
884	55
4002	56
26	57
7576	58
266	59
8761	60
2707	61
1752	62
3227	63
6232	64
8190	65
2484	66
9767	67
2877	68
1365	69
2192	70
6280	71
1310	72
7263	73
4880	74
2236	75
8575	76
2539	77
1894	78
8692	79
3149	80
3452	81
258	82
8712	83
154	84
5303	85
8342	86
9614	87
1407	88
9273	89
4458	90
2654	91
3902	92
5389	93
5325	94
2888	95
3674	96
9444	97
9670	98
768	99
6474	100
2499	101
7024	102
8617	103
7567	104
1514	105
1938	106
2566	107
537	108
3462	109
6315	110
1668	111
1513	112
3675	113
9103	114
5449	115
122	116
9683	117
2995	118
1572	119
4480	120
2748	121
3494	122
6641	123
8055	124
310	125
3357	126
9626	127
2951	128
8564	129
229	130
644	131
8461	132
321	133
2454	134
2899	135
2964	136
7709	137
6602	138
9410	139
5927	140
1547	141
8129	142
4964	143
54	144
7507	145
6541	146
6377	147
8554	148
1844	149
3600	150
9542	151
7472	152
7469	153
6224	154
7890	155
4752	156
2569	157
7025	158
9773	159
1254	160
2447	161
1134	162
9036	163
125	164
8494	165
7492	166
826	167
7327	168
1221	169
8628	170
6034	171
7512	172
6177	173
2716	174
8344	175
769	176
1579	177
246	178
7122	179
7322	180
5412	181
6744	182
3811	183
6435	184
3842	185
4066	186
4878	187
4534	188
9571	189
2501	190
1328	191
2544	192
7944	193
4579	194
60	195
4093	196
3632	197
482	198
7617	199
4541	200
563	201
5524	202
9704	203
8770	204
6404	205
3326	206
37	207
3460	208
2891	209
539	210
3611	211
1378	212
4095	213
86	214
594	215
5226	216
1450	217
1490	218
9258	219
6719	220
5660	221
5610	222
59	223
6159	224
1111	225
4008	226
9658	227
5271	228
4760	229
5994	230
5673	231
63	232
173	233
8489	234
6832	235
3061	236
3313	237
7186	238
6504	239
3354	240
7397	241
461	242
5521	243
559	244
7069	245
5535	246
6194	247
2132	248
5504	249
3192	250
3746	251
5048	252
8760	253
1231	254
813	255
2638	256
4380	257
5780	258
6371	259
9035	260
2386	261
7767	262
347	263
4111	264
938	265
5991	266
5202	267
260	268
1615	269
4571	270
7130	271
2279	272
2861	273
112	274
6302	275
3348	276
5890	277
6972	278
5998	279
4935	280
4209	281
5352	282
55	283
1985	284
4462	285
3843	286
4430	287
9661	288
8158	289
632	290
1355	291
2043	292
6423	293
9002	294
2725	295
808	296
6860	297
9693	298
5136	299
6691	300
9634	301
3962	302
3750	303
5363	304
511	305
8547	306
5343	307
2642	308
9269	309
9519	310
6145	311
1859	312
1643	313
6564	314
8341	315
8412	316
216	317
2336	318
3602	319
7998	320
5528	321
3337	322
2901	323
5121	324
9416	325
4034	326
8989	327
2997	328
5373	329
6812	330
9184	331
5334	332
3146	333
6579	334
6231	335
8040	336
2134	337
8267	338
6277	339
418	340
491	341
9724	342
1330	343
6584	344
1754	345
1903	346
6223	347
6465	348
4280	349
2063	350
9150	351
6380	352
1746	353
2229	354
9675	355
1247	356
1632	357
3226	358
8908	359
23	360
6053	361
2607	362
3269	363
5098	364
2663	365
420	366
456	367
3083	368
9468	369
3367	370
1749	371
4559	372
800	373
8271	374
5936	375
7724	376
8004	377
9443	378
252	379
9182	380
8021	381
9214	382
1897	383
533	384
7164	385
1932	386
9759	387
7525	388
1630	389
814	390
5738	391
1212	392
3127	393
7859	394
5629	395
7051	396
2806	397
8493	398
947	399
7058	400
4994	401
2260	402
9314	403
1872	404
7443	405
6376	406
8737	407
4157	408
5989	409
3648	410
9086	411
1880	412
2277	413
1461	414
1670	415
2920	416
5383	417
9575	418
4587	419
9424	420
5913	421
5125	422
3568	423
4341	424
4824	425
773	426
4365	427
8056	428
6895	429
3206	430
2810	431
8613	432
4914	433
992	434
2094	435
4191	436
3628	437
807	438
6813	439
7656	440
4026	441
5069	442
462	443
1284	444
1935	445
1948	446
5167	447
8316	448
8961	449
505	450
8872	451
9849	452
4242	453
601	454
1326	455
3286	456
3154	457
7651	458
463	459
2122	460
4768	461
6211	462
5736	463
4268	464
4187	465
7490	466
7195	467
9593	468
552	469
97	470
5023	471
5072	472
4553	473
9597	474
904	475
1102	476
5732	477
4670	478
9105	479
7303	480
5777	481
3074	482
8626	483
8193	484
6408	485
9635	486
4304	487
712	488
5219	489
2807	490
658	491
1148	492
7230	493
5624	494
5529	495
2312	496
27	497
5769	498
7760	499
2762	500
2323	501
1554	502
656	503
2887	504
1061	505
9763	506
2145	507
474	508
9487	509
3203	510
729	511
5037	512
596	513
6611	514
2408	515
2774	516
4039	517
2555	518
554	519
2847	520
842	521
8851	522
9294	523
8356	524
7775	525
4069	526
8803	527
4200	528
2099	529
8479	530
7569	531
6308	532
8750	533
4216	534
1959	535
5973	536
7415	537
3426	538
1058	539
9320	540
4594	541
6597	542
1885	543
5214	544
8950	545
2991	546
1951	547
4132	548
8263	549
5637	550
8387	551
8614	552
752	553
8840	554
6060	555
1708	556
8331	557
4110	558
4904	559
124	560
567	561
4058	562
62	563
2458	564
225	565
9775	566
2225	567
8624	568
319	569
2307	570
1115	571
7714	572
3913	573
3557	574
4333	575
6191	576
7554	577
4119	578
5375	579
4028	580
1182	581
7204	582
8968	583
2421	584
4561	585
7023	586
1236	587
9729	588
1509	589
9193	590
5159	591
4757	592
82	593
2583	594
9578	595
8162	596
1656	597
8419	598
8192	599
5553	600
5084	601
8052	602
1381	603
2467	604
1580	605
2038	606
2952	607
3773	608
9029	609
4952	610
7092	611
9198	612
3509	613
8284	614
6663	615
726	616
8616	617
8779	618
8016	619
1888	620
5295	621
1873	622
9555	623
1871	624
485	625
1620	626
8880	627
3916	628
4375	629
2930	630
5062	631
3427	632
7361	633
5831	634
1998	635
8262	636
2781	637
6873	638
4529	639
9514	640
7689	641
6850	642
4678	643
5261	644
3499	645
5033	646
186	647
2894	648
3547	649
2564	650
861	651
6968	652
6667	653
2933	654
7169	655
5055	656
1462	657
5669	658
9376	659
835	660
8485	661
3847	662
8290	663
5532	664
8550	665
9183	666
149	667
1206	668
8527	669
6066	670
7780	671
7276	672
8293	673
8221	674
5902	675
1556	676
8294	677
8066	678
8298	679
4632	680
968	681
9071	682
9706	683
8145	684
5568	685
2205	686
8832	687
7706	688
8426	689
7795	690
5696	691
2383	692
597	693
8793	694
3966	695
9405	696
9297	697
845	698
3816	699
4437	700
8214	701
3098	702
2308	703
6505	704
3487	705
8483	706
5573	707
2243	708
15	709
2414	710
5621	711
997	712
1015	713
7279	714
2665	715
4554	716
8103	717
776	718
7705	719
1911	720
3218	721
6995	722
5506	723
1983	724
1963	725
4704	726
6717	727
6195	728
7345	729
8930	730
7082	731
120	732
9509	733
3155	734
1426	735
7239	736
9786	737
5288	738
8411	739
7864	740
5081	741
2016	742
8189	743
92	744
7478	745
3615	746
3901	747
2820	748
3777	749
2095	750
9717	751
4320	752
5418	753
8009	754
9390	755
4759	756
9373	757
3199	758
5997	759
63	760
5976	761
4273	762
2432	763
9322	764
5242	765
7887	766
8901	767
9091	768
4284	769
1396	770
7283	771
5689	772
2535	773
8812	774
6234	775
8598	776
4699	777
1114	778
417	779
8099	780
9317	781
9010	782
9074	783
8467	784
22	785
8684	786
9742	787
1622	788
5499	789
1384	790
3287	791
5918	792
2787	793
119	794
5603	795
3821	796
4558	797
748	798
4725	799
4595	800
2800	801
575	802
1629	803
176	804
4735	805
7211	806
7071	807
2553	808
6461	809
2502	810
5779	811
1458	812
4847	813
3253	814
595	815
7818	816
8432	817
4809	818
1879	819
8845	820
2114	821
110	822
4438	823
5711	824
1899	825
9536	826
3472	827
3844	828
7158	829
7476	830
2394	831
6689	832
2655	833
5347	834
9158	835
4168	836
2133	837
5161	838
3076	839
4548	840
1103	841
3175	842
3222	843
6171	844
2419	845
4834	846
6137	847
8274	848
5881	849
1573	850
6528	851
8985	852
4294	853
42	854
1508	855
8980	856
8780	857
7574	858
3734	859
7365	860
5109	861
2151	862
5598	863
368	864
3552	865
1088	866
6715	867
4921	868
7399	869
4171	870
2178	871
3236	872
4068	873
8332	874
1019	875
3053	876
4140	877
3704	878
2190	879
1071	880
6664	881
1817	882
2948	883
277	884
6571	885
134	886
6350	887
9148	888
9531	889
9062	890
6065	891
8631	892
2791	893
6292	894
8376	895
6999	896
4569	897
9190	898
3907	899
2144	900
9504	901
1991	902
1179	903
5399	904
7697	905
6816	906
2826	907
5760	908
2766	909
8184	910
6501	911
9629	912
5968	913
1731	914
499	915
646	916
3133	917
7479	918
2691	919
9305	920
7451	921
4763	922
8094	923
6300	924
5353	925
9096	926
3603	927
6132	928
9018	929
2062	930
1954	931
4210	932
5774	933
2641	934
8960	935
8521	936
5813	937
93	938
1453	939
928	940
616	941
9590	942
2660	943
1497	944
948	945
8015	946
4388	947
2318	948
4517	949
5967	950
5744	951
9800	952
9347	953
3	954
8153	955
756	956
7984	957
1522	958
8716	959
3559	960
2896	961
735	962
1996	963
979	964
289	965
4051	966
6490	967
2793	968
4344	969
4636	970
1484	971
4114	972
6730	973
3169	974
725	975
887	976
7391	977
7931	978
3343	979
2407	980
1734	981
9119	982
6032	983
5799	984
3334	985
7219	986
4596	987
2039	988
7314	989
9003	990
7896	991
4435	992
6229	993
736	994
4755	995
7973	996
6538	997
5221	998
4330	999
113	1000
4511	1001
8914	1002
8005	1003
5266	1004
7267	1005
530	1006
9312	1007
4406	1008
4050	1009
4840	1010
17	1011
6539	1012
2696	1013
3297	1014
5496	1015
26	1016
4951	1017
4539	1018
6001	1019
5426	1020
1702	1021
1219	1022
4179	1023
9559	1024
8732	1025
3785	1026
66	1027
6988	1028
744	1029
4185	1030
5659	1031
8657	1032
6468	1033
4675	1034
8425	1035
9199	1036
3640	1037
5246	1038
2361	1039
9142	1040
5882	1041
1110	1042
4497	1043
898	1044
2495	1045
375	1046
1093	1047
7094	1048
3409	1049
5036	1050
9285	1051
6329	1052
6660	1053
1301	1054
5024	1055
7342	1056
6745	1057
4750	1058
5955	1059
9361	1060
7304	1061
818	1062
2107	1063
3190	1064
9592	1065
4810	1066
1274	1067
5953	1068
7312	1069
4948	1070
8978	1071
1539	1072
593	1073
4190	1074
4821	1075
3305	1076
5781	1077
9083	1078
6110	1079
1567	1080
8981	1081
5113	1082
8239	1083
6142	1084
3384	1085
3119	1086
4680	1087
3129	1088
4775	1089
2105	1090
2082	1091
8771	1092
5162	1093
9	1094
1216	1095
1697	1096
6547	1097
4728	1098
1118	1099
3468	1100
96	1101
5103	1102
3558	1103
8327	1104
6485	1105
9828	1106
1945	1107
6614	1108
5491	1109
7970	1110
133	1111
4475	1112
3429	1113
7800	1114
415	1115
1729	1116
274	1117
8976	1118
2563	1119
9553	1120
5481	1121
7215	1122
6369	1123
8231	1124
1086	1125
1113	1126
3647	1127
3125	1128
2755	1129
8140	1130
3474	1131
7598	1132
3433	1133
3233	1134
8127	1135
1465	1136
627	1137
4614	1138
4482	1139
2914	1140
83	1141
641	1142
4523	1143
206	1144
4197	1145
6179	1146
9027	1147
2175	1148
8191	1149
7615	1150
8401	1151
4807	1152
8486	1153
3428	1154
6841	1155
1272	1156
207	1157
4908	1158
6412	1159
6558	1160
3699	1161
5930	1162
3912	1163
