219	209	7	10.43
505	140	7	12.28
104	6864	3	6.75
951	107	14	19.29
886	1527	3	22.64
4	3043	3	17.15
58	4403	3	14.27
21	5364	3	13.82
117	3965	3	7.02
495	603	5	27.63
110	1182	10	15.1
899	169	4	10.73
171	792	4	10.31
2434	9	3	7.25
899	8	6	9.54
6532	135	3	20.09
6123	105	3	6.66
1166	199	3	9.45
797	265	3	10.14
105	6572	3	6.66
380	390	3	8.05
364	636	3	11.18
9	1380	4	6.89
753	280	3	10.27
122	3930	3	9.05
104	4566	3	6.75
622	1722	9	91.45
114	357	17	9.46
752	172	4	10
3033	103	6	7.8
7112	113	3	12.5
367	166	8	17.67
752	121	13	28.54
123	2692	3	8.72
110	4004	4	10.17
620	244	3	8.26
109	253	27	10.3
143	608	5	8.72
167	986	3	7.28
1162	717	3	19.24
329	1359	8	60.43
7	463	3	9.23
296	103	46	22.12
159	1197	3	7.5
620	144	5	8.92
109	137	81	10.51
106	1563	7	7.01
711	101	23	14.24
1396	104	10	7.34
109	210	33	6.95
3044	12	7	7.06
767	212	3	7.82
130	168	23	19.77
7145	104	3	6.75
2450	119	4	8.55
118	3684	3	7.31
1722	179	4	17.73
101	4304	5	7.39
5311	119	3	9.83
117	504	16	20.45
801	129	5	7.14
104	3155	5	6.63
113	3014	4	7.9
137	357	10	15.97
111	2566	5	9.85
5	619	5	13.68
329	103	35	8.64
105	6146	3	6.66
39	110	11	11.29
103	1194	13	10.51
6878	106	3	8.88
678	101	23	7.67
106	125	200	22.3
105	6206	3	6.66
2517	129	3	8.46
3638	129	3	14.18
136	838	5	9.35
139	3407	3	12.27
293	186	8	17.44
409	129	8	8.54
227	993	3	10.5
121	2568	4	9.45
115	2059	6	13.05
188	330	5	8.34
107	2229	6	9.63
634	455	3	12.46
141	225	10	7.93
122	369	12	9.45
111	634	12	9.44
1583	307	5	33.2
3096	120	3	6.74
111	844	12	15.26
412	965	3	14.17
210	102	63	9.92
280	1179	3	13.53
138	1590	3	6.82
175	130	20	13.88
591	302	3	9.38
313	649	4	16.05
139	1678	3	7.5
115	5246	3	8.49
168	705	7	24.93
585	593	4	20.8
4797	102	4	8.25
1510	111	6	6.75
5133	57	3	14.13
14	199	145	7.47
129	1516	4	9.57
555	9	11	22.59
186	1674	3	11.03
398	216	6	16.21
5453	3632	3	47.94
1869	3953	3	35.05
150	252	7	6.71
191	821	3	7.53
1378	105	11	10.22
101	809	21	10.24
2122	120	4	6.99
6256	105	3	6.66
101	741	25	18.92
2311	127	4	10.91
125	2565	3	7.34
710	332	4	17.74
821	304	3	12.11
105	1587	10	10.55
5063	156	4	30.42
1739	112	7	14.55
7162	105	3	6.66
1042	109	12	19.1
3989	127	3	10.51
1023	117	10	17.82
5500	106	3	8.88
540	126	7	6.86
118	4045	3	7.31
3714	113	4	11.93
137	115	67	15.74
206	12	110	28.16
111	2234	5	9.85
8	424	8	6.85
114	1447	6	7.12
2216	125	4	10.13
106	474	28	32.16
1111	103	13	8.93
2356	117	5	10.71
1725	139	3	7.5
2925	12	7	7.06
343	113	16	7.8
188	585	4	9.25
4071	6468	3	47.94
106	422	25	17.7
188	449	7	19.63
256	452	3	6.77
142	315	7	8.07
367	368	3	8.06
1	364	6	7.49
990	117	8	9.85
192	930	3	7.93
102	951	15	8.27
389	119	19	24.08
108	745	12	9.85
2158	106	7	12.23
288	1575	3	15.42
4747	103	4	8.46
1237	106	11	15.29
594	326	3	10.36
103	277	46	17.34
205	1664	3	13.68
103	117	497	60.28
2143	16	4	12.65
109	507	19	18.8
828	101	21	14.27
103	175	96	26.47
4124	106	4	7.36
2038	12	10	10.08
165	161	11	8.3
440	529	3	11.13
334	151	12	29.76
144	169	14	9.63
307	187	13	41.77
210	1103	3	9.74
1088	107	11	13.87
1263	102	13	11.79
280	102	46	16.69
179	3766	5	40.95
280	293	4	8.77
198	300	5	7.37
101	2089	9	8.1
120	2392	8	38.7
2349	120	4	7.9
352	167	5	7.39
763	140	5	9.59
187	107	70	51.76
1816	140	3	7.7
237	180	8	12.89
109	2753	4	7.45
380	138	7	7.76
1467	2770	3	30.57
763	307	4	16.84
3060	122	4	11.54
312	124	12	7.44
2281	118	5	11.19
6851	105	3	6.66
251	517	3	7.52
9	5660	3	17.26
269	1082	3	12.08
146	1358	3	7.4
5680	291	3	29.48
130	978	6	13.11
491	152	8	20.28
