2563	7	9	8.76
181	161	15	9.91
467	7	43	12.84
5929	119	3	12.07
116	2	258	42.04
235	2396	4	23.2
126	2385	4	8.24
365	546	3	8.76
141	148	33	12.66
882	172	6	23.1
253	459	4	9.88
135	2027	4	8.24
2541	349	3	18.44
118	3007	4	6.9
125	3803	3	8
116	225	48	33.17
595	218	4	9.38
126	2537	5	13
105	5714	3	7.52
2252	119	5	7.7
797	137	7	10.89
2224	144	3	7.26
6770	108	3	8.76
133	3088	4	12
117	953	12	24.19
2158	342	3	19.05
5164	327	3	24.83
104	396	32	12.38
188	411	5	8.31
104	464	28	11.33
103	4569	4	8.83
1367	2591	3	29.68
3066	132	3	11.29
183	961	3	6.66
202	157	13	9.56
135	5393	3	11.91
363	501	3	8.46
6506	105	3	7.52
118	39	79	9.85
251	470	5	14.38
129	1982	4	7.01
149	118	100	31.21
101	2920	7	7.15
133	219	24	15.14
114	703	16	15.24
452	343	3	7.54
104	2871	6	8.69
102	429	37	18.91
344	404	3	7.47
101	3024	7	7.15
1140	127	13	42.81
326	132	15	11.55
242	176	8	8.11
350	120	20	14.44
681	6617	3	34.76
2033	129	7	21.74
406	103	32	11.86
4434	115	5	17.49
460	109	22	10.58
4635	105	3	7.52
945	102	18	15.3
116	3689	6	22.4
132	1796	5	10.84
174	157	20	16.94
12	816	24	9.25
110	2496	9	26.67
1310	114	10	12.92
602	112	18	13.28
140	479	7	6.9
110	2420	8	17.94
106	1099	11	7
230	692	3	6.83
667	379	4	17.31
284	267	5	9.51
16	1002	5	7.48
105	6292	3	7.52
173	907	4	9.66
189	127	33	18.45
301	489	4	11.6
554	166	5	8.05
4809	129	3	10.87
105	124	330	21.29
4068	114	4	8.6
5460	102	4	7.67
108	1481	9	9.26
117	5620	3	7.1
105	6376	3	7.52
250	313	5	9.67
12	2597	8	7.36
1685	218	3	11.87
151	390	11	19.38
116	1498	7	8.09
390	151	11	19.38
143	175	20	9.98
1420	7	14	8.19
815	159	5	10.25
149	3685	4	18.2
129	4484	3	8.8
176	188	25	54.24
140	2725	3	8.36
1280	153	4	8.39
1685	123	6	11.75
