7953	793	0
4955	7041	0
699	1207	0
6340	7343	0
14	9458	0
101	3621	0
107	5393	0
182	2166	0
117	4545	0
450	1706	0
1064	7292	0
14636	6489	0
8266	3037	0
117	5543	0
14	8340	0
3899	1759	0
101	2627	0
109	8996	0
157	9286	0
107	6587	0
150	3090	0
346	2867	0
101	655	0
466	9530	0
484	2189	0
106	319	0
118	393	0
12665	6127	0
8354	9582	0
4739	8543	0
107	7645	0
3888	5521	0
98	8516	0
5680	5803	0
135	622	0
120	9620	0
274	464	0
543	4571	0
117	3315	0
14156	589	0
6484	4502	0
323	9385	0
8175	9111	0
101	4887	0
420	3383	0
214	5039	0
101	6001	0
164	6367	0
98	9506	0
117	2197	0
724	7390	0
338	356	0
101	8125	0
470	4831	0
134	5696	0
6497	6636	0
106	7181	0
25221	17	0
135	3780	0
117	89	0
107	1161	0
1917	5867	0
13063	5114	0
243	7125	0
106	6251	0
101	7131	0
2718	7124	0
1055	5734	0
579	3854	0
171	4494	0
98	628	0
46	8301	0
14	6896	0
130	4285	0
119	7712	0
3765	4612	0
2536	4900	0
2071	4395	0
14	7830	0
5284	6357	0
2341	5430	0
12212	6694	0
1628	4183	0
98	1554	0
11401	3474	0
120	706	0
14	5722	0
1798	8331	0
114	4410	0
7650	5477	0
347	7254	0
1112	9657	0
147	67	0
7694	7595	0
98	3806	0
110	3438	0
113	3544	0
124	9407	0
98	2744	0
117	9999	0
107	9183	0
33881	6835	0
114	5468	0
14	4668	0
14	1986	0
3504	5801	0
153	8459	0
197	545	0
467	4644	0
98	8006	0
1790	1936	0
175	9835	0
98	6944	0
168	3082	0
932	5779	0
14	932	0
16824	9894	0
976	6451	0
98	5100	0
1541	2343	0
14	2920	0
5695	5462	0
14	3854	0
110	5178	0
202	9450	0
98	6026	0
1958	6201	0
120	4954	0
4528	3793	0
107	5767	0
552	8568	0
1460	6360	0
2550	3372	0
119	9140	0
101	3507	0
356	1801	0
14	8962	0
7478	6881	0
2477	570	0
3691	8254	0
2196	459	0
205	8577	0
328	3128	0
117	5681	0
101	281	0
20368	4516	0
106	681	0
183	8142	0
685	1702	0
5862	6255	0
2539	5167	0
202	42	0
461	2598	0
26003	1961	0
485	6137	0
1096	7531	0
117	6811	0
3895	5559	0
580	2350	0
293	8200	0
101	1407	0
460	5828	0
26880	3576	0
21	891	0
214	5215	0
20688	1212	0
33478	5825	0
98	8914	0
107	2997	0
98	9908	0
3799	6904	0
1231	3296	0
135	3410	0
30409	8141	0
17	5349	0
107	1823	0
253	4360	0
25138	2794	0
123	7325	0
282	8926	0
2436	6364	0
2886	5473	0
729	4178	0
107	889	0
24939	1532	0
1618	9796	0
260	4245	0
130	4907	0
146	6139	0
14	6502	0
127	8568	0
650	6282	0
157	5496	0
98	482	0
3577	893	0
4510	5929	0
571	4583	0
113	1666	0
733	5407	0
110	1588	0
5036	2455	0
135	9902	0
391	277	0
98	1412	0
228	7870	0
14	7424	0
114	6752	0
172	3834	0
124	9039	0
2481	7715	0
98	3400	0
31344	7433	0
29669	6470	0
167	742	0
119	4380	0
14	5580	0
114	4780	0
13048	6715	0
14	4522	0
30268	3382	0
114	5834	0
1696	3873	0
107	8265	0
110	2718	0
98	2350	0
98	7376	0
119	132	0
2162	2585	0
1435	6338	0
14	1108	0
134	8984	0
176	4216	0
14	50	0
98	6326	0
26186	2951	0
4965	9333	0
2492	2157	0
279	8741	0
28586	6380	0
411	5736	0
106	8601	0
14	2302	0
98	4218	0
2428	5179	0
219	4290	0
98	5148	0
405	2362	0
19728	7734	0
8091	4898	0
4078	710	0
302	136	0
106	9727	0
411	4622	0
101	9807	0
9582	8426	0
108	4454	0
457	733	0
764	8919	0
237	4824	0
3698	4698	0
12	8325	0
102	2642	0
159	7880	0
495	992	0
4893	616	0
795	8418	0
102	3636	0
4151	4036	0
11290	711	0
11713	6673	0
108	5376	0
13157	2550	0
1521	6995	0
28285	1120	0
227	6418	0
140	4945	0
3601	388	0
19591	4920	0
103	6682	0
121	7882	0
2588	1106	0
170	2528	0
112	7546	0
339	2850	0
2426	1759	0
8633	9608	0
102	670	0
6440	7815	0
537	6358	0
2426	4897	0
3458	5697	0
102	5984	0
103	4068	0
11452	2377	0
99	9523	0
112	2180	0
33700	4330	0
25205	4942	0
1115	8421	0
280	7110	0
4971	4875	0
2910	5803	0
103	2946	0
99	8533	0
179	844	0
295	1058	0
2698	3694	0
112	1070	0
103	846	0
280	4874	0
27962	7907	0
8	9172	0
166	3296	0
740	3969	0
2	6266	0
155	8673	0
103	1832	0
105	7479	0
12	7815	0
115	6631	0
104	1459	0
99	1539	0
628	7099	0
99	613	0
273	2086	0
241	619	0
12	6881	0
105	6481	0
104	2329	0
1969	8928	0
868	4992	0
99	2729	0
1676	4545	0
105	4509	0
181	1537	0
12	5707	0
1483	8052	0
2466	4233	0
15514	9333	0
8	1154	0
104	3455	0
839	1107	0
482	1229	0
99	3791	0
104	6273	0
99	6961	0
27131	6586	0
4094	4623	0
12146	2843	0
12	949	0
2855	178	0
12	2003	0
155	4937	0
105	1123	0
99	8023	0
3527	2796	0
190	560	0
12	3871	0
129	1362	0
102	9672	0
115	2175	0
19185	9408	0
894	47	0
99	6043	0
7210	6998	0
1262	4595	0
99	5117	0
29423	7142	0
5020	2631	0
12	2937	0
19439	973	0
309	4464	0
5374	3079	0
102	8622	0
12	8979	0
112	4678	0
29735	6959	0
349	7978	0
103	5414	0
45	5141	0
102	3490	0
8304	7925	0
22651	6108	0
111	2754	0
1011	7544	0
156	9127	0
227	6788	0
121	6458	0
478	9485	0
102	264	0
393	1433	0
170	2678	0
8196	1803	0
104	9493	0
99	9893	0
31545	8816	0
112	2834	0
1716	8148	0
22724	6562	0
973	4280	0
12150	7256	0
111	5014	0
159	108	0
102	5366	0
24334	450	0
32842	1531	0
102	4240	0
2744	7682	0
7165	4007	0
111	6128	0
122	5184	0
99	8899	0
121	3268	0
103	2068	0
322	4525	0
104	8563	0
1405	8322	0
102	6236	0
474	5774	0
1933	2696	0
108	872	0
140	2451	0
8	9252	0
273	9258	0
103	1214	0
102	7226	0
162	8647	0
22615	9950	0
104	1573	0
156	4367	0
99	1429	0
105	7841	0
115	6769	0
428	1255	0
2145	7793	0
12	7441	0
364	5147	0
105	6855	0
143	5210	0
12	6519	0
4519	9947	0
99	499	0
628	7243	0
458	4680	0
143	7318	0
8382	4374	0
2100	3967	0
99	2367	0
99	3417	0
108	9278	0
6391	2295	0
19147	1452	0
116	2617	0
105	5741	0
4358	4883	0
207	9485	0
12	5597	0
11620	1963	0
16602	2493	0
3444	1634	0
1716	8662	0
155	5305	0
304	5303	0
10691	9301	0
555	7435	0
105	915	0
7132	9994	0
104	6935	0
99	6311	0
104	8049	0
99	7361	0
234	8063	0
7417	1003	0
16956	9625	0
19952	6404	0
99	5133	0
104	6077	0
710	6735	0
6006	5552	0
105	3897	0
12	3209	0
988	4552	0
4676	4871	0
2344	6267	0
473	1421	0
697	6905	0
99	4203	0
125	5307	0
3413	7271	0
104	5083	0
6362	7000	0
9204	5332	0
115	6596	0
16357	4980	0
32000	6318	0
12	7844	0
353	3116	0
104	1424	0
99	1568	0
4896	3610	0
687	1529	0
99	582	0
129	4239	0
99	2698	0
103	8285	0
105	4542	0
12	4622	0
5	7315	0
3252	9150	0
222	5472	0
129	7205	0
12	5736	0
1191	1938	0
1084	4504	0
133	8085	0
5251	9259	0
31050	9166	0
99	3820	0
4045	1925	0
697	4480	0
116	7282	0
3056	9503	0
161	3128	0
99	6930	0
33309	8882	0
8011	4916	0
12	2032	0
18741	1431	0
99	8052	0
116	6164	0
190	531	0
16	5769	0
156	3054	0
104	7364	0
2552	8171	0
26167	7981	0
12	3900	0
11263	1436	0
126	3052	0
99	6072	0
174	1090	0
7480	1164	0
5146	4696	0
2828	9433	0
6109	164	0
104	4206	0
992	3625	0
1200	3849	0
99	5086	0
2	8765	0
12	2906	0
133	679	0
111	9965	0
181	6928	0
22102	8267	0
108	4421	0
103	4853	0
19960	2916	0
33156	191	0
112	5525	0
148	7272	0
12	8358	0
6066	948	0
12	9408	0
102	3607	0
8229	3655	0
122	2759	0
111	2423	0
3503	8060	0
126	8208	0
132	7390	0
628	8700	0
102	1755	0
673	724	0
112	6463	0
132	5138	0
7471	9228	0
6182	6671	0
103	7775	0
8476	5127	0
103	6713	0
1192	4343	0
6376	2622	0
102	701	0
1102	557	0
2555	546	0
1640	5016	0
6848	1138	0
281	4857	0
532	3771	0
102	5955	0
45	3828	0
188	2452	0
12566	4384	0
6554	1416	0
10128	1338	0
570	8130	0
26757	926	0
104	9888	0
103	4039	0
99	9488	0
104	8902	0
103	2977	0
99	8566	0
269	482	0
944	5051	0
2	4245	0
102	4901	0
25006	314	0
33223	2860	0
312	6500	0
112	1037	0
2484	4102	0
108	221	0
301	6137	0
363	9430	0
1929	9194	0
14436	3758	0
1581	1217	0
1855	4981	0
122	7993	0
236	8065	0
578	8589	0
152	9025	0
121	987	0
99	1462	0
26806	7877	0
116	726	0
104	1542	0
6554	9518	0
12	7474	0
129	6015	0
645	2026	0
105	7810	0
12	6484	0
105	6884	0
6694	3313	0
5573	7398	0
99	464	0
104	608	0
1472	5083	0
105	4648	0
1066	6981	0
313	8518	0
191	3327	0
12	4504	0
9241	495	0
99	2332	0
104	2732	0
4463	1632	0
11441	8630	0
103	9163	0
116	3708	0
116	2586	0
1147	1671	0
99	3450	0
45	9886	0
12	5630	0
1191	1028	0
115	4766	0
1291	8852	0
299	5924	0
16	4473	0
329	1517	0
104	6964	0
99	6276	0
462	9614	0
23462	2863	0
99	7394	0
8	5807	0
12	1126	0
143	2379	0
115	774	0
8928	8272	0
350	9405	0
105	2006	0
8709	3787	0
174	2004	0
99	5166	0
10912	3723	0
30669	7796	0
105	3866	0
16906	2700	0
12730	2358	0
3324	857	0
492	1304	0
254	393	0
12	2252	0
105	2940	0
102	8731	0
2	8619	0
116	5928	0
152	7893	0
1179	1378	0
99	4168	0
104	5112	0
1437	3294	0
12	9008	0
7291	9360	0
103	4451	0
6419	2586	0
408	9874	0
3049	8691	0
789	5842	0
132	8008	0
103	5381	0
2995	4507	0
103	7625	0
24975	1435	0
108	7801	0
131	3840	0
159	4567	0
11987	2764	0
2298	8927	0
3140	1467	0
102	299	0
108	6687	0
103	6575	0
2250	1960	0
11138	415	0
5294	7179	0
112	2865	0
528	4014	0
99	9862	0
11882	3827	0
6251	3729	0
103	3153	0
28820	2486	0
3305	4827	0
102	5333	0
3836	9732	0
418	9458	0
136	6478	0
3639	1718	0
10835	6636	0
14836	1467	0
103	2103	0
230	2953	0
99	8928	0
23977	8408	0
104	8528	0
125	9776	0
102	6271	0
23592	8635	0
1787	6189	0
112	1947	0
8473	2581	0
9921	5651	0
28700	9093	0
108	1837	0
103	1181	0
169	4067	0
29522	8574	0
716	4587	0
98	599	0
127	8909	0
3336	5776	0
14	6867	0
3047	148	0
130	5368	0
14	7861	0
1471	8889	0
5492	2301	0
858	7112	0
98	1585	0
120	737	0
113	337	0
8910	7240	0
187	2222	0
14	5753	0
109	5577	0
29659	455	0
199	5962	0
1121	2973	0
811	3484	0
14802	4536	0
530	5893	0
98	3837	0
107	9212	0
98	2715	0
110	2347	0
879	4098	0
183	9759	0
14	2017	0
114	129	0
405	579	0
4420	3377	0
